contig187001	hydrogen peroxide catabolic process	stress response	P	Peroxidasin (EC 1.11.1.7)
contig118321_176499_147224	response to oxidative stress	stress response	P	Peroxidasin (EC 1.11.1.7)
contig132207	response to oxidative stress	stress response	P	Peroxidasin (EC 1.11.1.7)
contig187001	response to oxidative stress	stress response	P	Peroxidasin (EC 1.11.1.7)
contig118321_176499_147224	hydrogen peroxide catabolic process	stress response	P	Peroxidasin (EC 1.11.1.7)
contig132207	hydrogen peroxide catabolic process	stress response	P	Peroxidasin (EC 1.11.1.7)
contig71879	cellular response to reactive oxygen species	stress response	P	Reactive oxygen species modulator 1 (ROS modulator 1) (Protein MGR2 homolog)
contig71879	defense response to bacterium	stress response	P	Reactive oxygen species modulator 1 (ROS modulator 1) (Protein MGR2 homolog)
contig68683	autophagic vacuole formation	stress response	P	Autophagy-related protein 13
contig182201	response to DNA damage stimulus	stress response	P	TFIIH basal transcription factor complex helicase XPD subunit (EC 3.6.4.12) (CXPD) (DNA excision repair protein ERCC-2) (DNA repair protein complementing XP-D cells) (Xeroderma pigmentosum group D-complementing protein)
contig182201	DNA repair	stress response	P	TFIIH basal transcription factor complex helicase XPD subunit (EC 3.6.4.12) (CXPD) (DNA excision repair protein ERCC-2) (DNA repair protein complementing XP-D cells) (Xeroderma pigmentosum group D-complementing protein)
contig182201	response to oxidative stress	stress response	P	TFIIH basal transcription factor complex helicase XPD subunit (EC 3.6.4.12) (CXPD) (DNA excision repair protein ERCC-2) (DNA repair protein complementing XP-D cells) (Xeroderma pigmentosum group D-complementing protein)
contig182201	nucleotide-excision repair	stress response	P	TFIIH basal transcription factor complex helicase XPD subunit (EC 3.6.4.12) (CXPD) (DNA excision repair protein ERCC-2) (DNA repair protein complementing XP-D cells) (Xeroderma pigmentosum group D-complementing protein)
contig182201	"nucleotide-excision repair, DNA incision"	stress response	P	TFIIH basal transcription factor complex helicase XPD subunit (EC 3.6.4.12) (CXPD) (DNA excision repair protein ERCC-2) (DNA repair protein complementing XP-D cells) (Xeroderma pigmentosum group D-complementing protein)
contig171289_179293	response to stress	stress response	P	Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1)
contig171289_179293	response to DNA damage stimulus	stress response	P	Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1)
contig22868	DNA repair	stress response	P	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (Flap structure-specific endonuclease 1)
contig22868	response to DNA damage stimulus	stress response	P	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (Flap structure-specific endonuclease 1)
contig105083	DNA repair	stress response	P	Structure-specific endonuclease subunit SLX1 homolog (EC 3.6.1.-)
contig105083	response to DNA damage stimulus	stress response	P	Structure-specific endonuclease subunit SLX1 homolog (EC 3.6.1.-)
contig68781_212614	JNK cascade	stress response	P	Very-long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase 3 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 3) (HACD3) (Protein tyrosine phosphatase-like protein PTPLAD1) (Protein-tyrosine phosphatase-like A domain-containing protein 1)
contig177336	innate immune response	stress response	P	Stimulator of interferon genes protein (STING) (Transmembrane protein 173)
contig177336	defense response to virus	stress response	P	Stimulator of interferon genes protein (STING) (Transmembrane protein 173)
contig211329	response to oxidative stress	stress response	P	Peroxidasin homolog (EC 1.11.1.7)
contig211329	hydrogen peroxide catabolic process	stress response	P	Peroxidasin homolog (EC 1.11.1.7)
contig176789	response to stress	stress response	P	BAG family molecular chaperone regulator 1 (BAG-1) (Bcl-2-associated athanogene 1)
contig109134	response to DNA damage stimulus	stress response	P	Serine/threonine-protein kinase greatwall (GW) (GWL) (EC 2.7.11.1) (Microtubule-associated serine/threonine-protein kinase-like) (MAST-L)
contig192054	response to DNA damage stimulus	stress response	P	Serine/threonine-protein kinase BRSK1 (EC 2.7.11.1) (EC 2.7.11.26) (Brain-specific serine/threonine-protein kinase 1) (BR serine/threonine-protein kinase 1) (Serine/threonine-protein kinase SAD-B)
contig124001	response to hypoxia	stress response	P	Histone acetyltransferase p300 (p300 HAT) (EC 2.3.1.48) (E1A-associated protein p300)
contig149331	plasma membrane repair	stress response	P	Myoferlin (Fer-1-like protein 3)
contig600098_167965	plasma membrane repair	stress response	P	Myoferlin (Fer-1-like protein 3)
contig93743_103979_140884	plasma membrane repair	stress response	P	Myoferlin (Fer-1-like protein 3)
contig180778	defense response to bacterium	stress response	P	Hydramacin-1 (Hm-1)
contig133032	defense response to bacterium	stress response	P	Hydramacin-1 (Hm-1)
contig133032	innate immune response	stress response	P	Hydramacin-1 (Hm-1)
contig180778	innate immune response	stress response	P	Hydramacin-1 (Hm-1)
contig114215_153807_105112	inflammatory response	stress response	P	Toll-like receptor 2 (CD antigen CD282)
contig114215_153807_105112	innate immune response	stress response	P	Toll-like receptor 2 (CD antigen CD282)
contig114215_153807_105112	positive regulation of toll-like receptor signaling pathway	stress response	P	Toll-like receptor 2 (CD antigen CD282)
contig114215_153807_105112	pattern recognition receptor signaling pathway	stress response	P	Toll-like receptor 2 (CD antigen CD282)
contig194916	JNK cascade	stress response	P	TNF receptor-associated factor 6 (EC 6.3.2.-) (E3 ubiquitin-protein ligase TRAF6)
contig138515	positive regulation of JUN kinase activity	stress response	P	TNF receptor-associated factor 6 (EC 6.3.2.-) (E3 ubiquitin-protein ligase TRAF6)
contig138515	JNK cascade	stress response	P	TNF receptor-associated factor 6 (EC 6.3.2.-) (E3 ubiquitin-protein ligase TRAF6)
contig192845	positive regulation of JUN kinase activity	stress response	P	TNF receptor-associated factor 6 (EC 6.3.2.-) (E3 ubiquitin-protein ligase TRAF6)
contig194916	positive regulation of JUN kinase activity	stress response	P	TNF receptor-associated factor 6 (EC 6.3.2.-) (E3 ubiquitin-protein ligase TRAF6)
contig192845	JNK cascade	stress response	P	TNF receptor-associated factor 6 (EC 6.3.2.-) (E3 ubiquitin-protein ligase TRAF6)
contig7164_200366	response to DNA damage stimulus	stress response	P	Actin-related protein 8
contig7164_200366	DNA repair	stress response	P	Actin-related protein 8
contig177945	DNA repair	stress response	P	Lys-63-specific deubiquitinase BRCC36 (EC 3.4.19.-) (BRCA1-A complex subunit BRCC36) (BRCA1/BRCA2-containing complex subunit 3) (BRCA1/BRCA2-containing complex subunit 36) (BRISC complex subunit BRCC36)
contig177945	G2/M transition DNA damage checkpoint	stress response	P	Lys-63-specific deubiquitinase BRCC36 (EC 3.4.19.-) (BRCA1-A complex subunit BRCC36) (BRCA1/BRCA2-containing complex subunit 3) (BRCA1/BRCA2-containing complex subunit 36) (BRISC complex subunit BRCC36)
contig177945	response to DNA damage stimulus	stress response	P	Lys-63-specific deubiquitinase BRCC36 (EC 3.4.19.-) (BRCA1-A complex subunit BRCC36) (BRCA1/BRCA2-containing complex subunit 3) (BRCA1/BRCA2-containing complex subunit 36) (BRISC complex subunit BRCC36)
contig177945	double-strand break repair	stress response	P	Lys-63-specific deubiquitinase BRCC36 (EC 3.4.19.-) (BRCA1-A complex subunit BRCC36) (BRCA1/BRCA2-containing complex subunit 3) (BRCA1/BRCA2-containing complex subunit 36) (BRISC complex subunit BRCC36)
contig177945	positive regulation of DNA repair	stress response	P	Lys-63-specific deubiquitinase BRCC36 (EC 3.4.19.-) (BRCA1-A complex subunit BRCC36) (BRCA1/BRCA2-containing complex subunit 3) (BRCA1/BRCA2-containing complex subunit 36) (BRISC complex subunit BRCC36)
contig176777	DNA repair	stress response	P	BRCA1-A complex subunit BRE (BRCA1/BRCA2-containing complex subunit 45) (Brain and reproductive organ-expressed protein)
contig176777	response to DNA damage stimulus	stress response	P	BRCA1-A complex subunit BRE (BRCA1/BRCA2-containing complex subunit 45) (Brain and reproductive organ-expressed protein)
contig176777	double-strand break repair	stress response	P	BRCA1-A complex subunit BRE (BRCA1/BRCA2-containing complex subunit 45) (Brain and reproductive organ-expressed protein)
contig176777	G2/M transition DNA damage checkpoint	stress response	P	BRCA1-A complex subunit BRE (BRCA1/BRCA2-containing complex subunit 45) (Brain and reproductive organ-expressed protein)
contig176777	positive regulation of DNA repair	stress response	P	BRCA1-A complex subunit BRE (BRCA1/BRCA2-containing complex subunit 45) (Brain and reproductive organ-expressed protein)
contig171582_188025	blood coagulation	stress response	P	"Taicatoxin, serine protease inhibitor component (TCX, serine protease inhibitor component) (TSPI) (Venom protease inhibitor 1) (Venom protease inhibitor 2)"
contig104607	wound healing	stress response	P	Microtubule-actin cross-linking factor 1 (Actin cross-linking family 7)
contig72717_210113	wound healing	stress response	P	Microtubule-actin cross-linking factor 1 (Actin cross-linking family 7)
contig72100	wound healing	stress response	P	Microtubule-actin cross-linking factor 1 (Actin cross-linking family 7)
contig54742	wound healing	stress response	P	Microtubule-actin cross-linking factor 1 (Actin cross-linking family 7)
contig180399_153252	wound healing	stress response	P	Microtubule-actin cross-linking factor 1 (Actin cross-linking family 7)
contig177350	wound healing	stress response	P	Microtubule-actin cross-linking factor 1 (Actin cross-linking family 7)
contig68396	wound healing	stress response	P	Microtubule-actin cross-linking factor 1 (Actin cross-linking family 7)
contig74071	DNA repair	stress response	P	Zinc finger FYVE domain-containing protein 26
contig74071	response to DNA damage stimulus	stress response	P	Zinc finger FYVE domain-containing protein 26
contig153081_130344_132898_171344_132957	DNA repair	stress response	P	Zinc finger FYVE domain-containing protein 26
contig153081_130344_132898_171344_132957	response to DNA damage stimulus	stress response	P	Zinc finger FYVE domain-containing protein 26
contig24677	base-excision repair	stress response	P	Ubiquitin carboxyl-terminal hydrolase 47 (EC 3.4.19.12) (Deubiquitinating enzyme 47) (Ubiquitin thioesterase 47) (Ubiquitin-specific-processing protease 47)
contig24677	DNA repair	stress response	P	Ubiquitin carboxyl-terminal hydrolase 47 (EC 3.4.19.12) (Deubiquitinating enzyme 47) (Ubiquitin thioesterase 47) (Ubiquitin-specific-processing protease 47)
contig24677	response to DNA damage stimulus	stress response	P	Ubiquitin carboxyl-terminal hydrolase 47 (EC 3.4.19.12) (Deubiquitinating enzyme 47) (Ubiquitin thioesterase 47) (Ubiquitin-specific-processing protease 47)
contig179090	defense response to virus	stress response	P	Stimulator of interferon genes protein (STING) (Transmembrane protein 173)
contig179090	positive regulation of defense response to virus by host	stress response	P	Stimulator of interferon genes protein (STING) (Transmembrane protein 173)
contig179090	innate immune response	stress response	P	Stimulator of interferon genes protein (STING) (Transmembrane protein 173)
contig179090	activation of innate immune response	stress response	P	Stimulator of interferon genes protein (STING) (Transmembrane protein 173)
contig177762	blood coagulation	stress response	P	Veficolin-1 (Fragment)
contig17027	response to stress	stress response	P	Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1)
contig169340	defense response to Gram-positive bacterium	stress response	P	Unconventional myosin-If (Myosin-Ie)
contig169340	regulation of innate immune response	stress response	P	Unconventional myosin-If (Myosin-Ie)
contig99784	DNA repair	stress response	P	Menin
contig99784	negative regulation of JNK cascade	stress response	P	Menin
contig99784	response to DNA damage stimulus	stress response	P	Menin
contig177719	response to pain	stress response	P	"Voltage-dependent P/Q-type calcium channel subunit alpha-1A (Brain calcium channel I) (BI) (Calcium channel, L type, alpha-1 polypeptide isoform 4) (Voltage-gated calcium channel subunit alpha Cav2.1)"
contig177719	behavioral response to pain	stress response	P	"Voltage-dependent P/Q-type calcium channel subunit alpha-1A (Brain calcium channel I) (BI) (Calcium channel, L type, alpha-1 polypeptide isoform 4) (Voltage-gated calcium channel subunit alpha Cav2.1)"
contig152085	positive regulation of JNK cascade	stress response	P	Syntenin-1 (Melanoma differentiation-associated protein 9) (MDA-9) (Pro-TGF-alpha cytoplasmic domain-interacting protein 18) (TACIP18) (Scaffold protein Pbp1) (Syndecan-binding protein 1)
contig118952	behavioral fear response	stress response	P	D(1A) dopamine receptor (Dopamine D1 receptor) (Fragment)
contig193452	response to stress	stress response	P	Aryl hydrocarbon receptor (Ah receptor) (AhR)
contig186978	positive regulation of JUN kinase activity	stress response	P	Mitogen-activated protein kinase kinase kinase 4 (EC 2.7.11.25) (MAPK/ERK kinase kinase 4) (MEK kinase 4) (MEKK 4)
contig111748	response to DNA damage stimulus	stress response	P	DNA repair and recombination protein RAD54-like (EC 3.6.4.-) (Putative recombination factor GdRad54) (RAD54 homolog) (Fragment)
contig111748	DNA repair	stress response	P	DNA repair and recombination protein RAD54-like (EC 3.6.4.-) (Putative recombination factor GdRad54) (RAD54 homolog) (Fragment)
contig212533_177309	response to unfolded protein	stress response	P	Torsin-1B (Torsin family 1 member B)
contig152309	response to wounding	stress response	P	Neuropilin-1 (Vascular endothelial cell growth factor 165 receptor) (CD antigen CD304)
contig111791	innate immune response	stress response	P	DNA-directed RNA polymerase III subunit RPC1 (RNA polymerase III subunit C1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (DNA-directed RNA polymerase III subunit A) (RNA polymerase III 155 kDa subunit) (RPC155) (RNA polymerase III subunit C160)
contig140558_197803	innate immune response	stress response	P	DNA-directed RNA polymerase III subunit RPC1 (RNA polymerase III subunit C1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (DNA-directed RNA polymerase III subunit A) (RNA polymerase III 155 kDa subunit) (RPC155) (RNA polymerase III subunit C160)
contig205002	regulation of JUN kinase activity	stress response	P	Serine/threonine-protein phosphatase with EF-hands 2 (PPEF-2) (EC 3.1.3.16)
contig78162	blood coagulation	stress response	P	Kinesin-like protein KIF3B (HH0048) (Microtubule plus end-directed kinesin motor 3B)
contig83130	blood coagulation	stress response	P	DNA repair protein RAD51 homolog 2 (R51H2) (RAD51 homolog B) (Rad51B) (RAD51-like protein 1)
contig83130	response to DNA damage stimulus	stress response	P	DNA repair protein RAD51 homolog 2 (R51H2) (RAD51 homolog B) (Rad51B) (RAD51-like protein 1)
contig83130	DNA repair	stress response	P	DNA repair protein RAD51 homolog 2 (R51H2) (RAD51 homolog B) (Rad51B) (RAD51-like protein 1)
contig148565	"DNA damage response, signal transduction by p53 class mediator resulting in induction of apoptosis"	stress response	P	Tumor protein p73 (p53-like transcription factor) (p53-related protein)
contig148565	G1 DNA damage checkpoint	stress response	P	Tumor protein p73 (p53-like transcription factor) (p53-related protein)
contig148565	"DNA damage response, signal transduction resulting in induction of apoptosis"	stress response	P	Tumor protein p73 (p53-like transcription factor) (p53-related protein)
contig148565	response to DNA damage stimulus	stress response	P	Tumor protein p73 (p53-like transcription factor) (p53-related protein)
contig148565	negative regulation of JUN kinase activity	stress response	P	Tumor protein p73 (p53-like transcription factor) (p53-related protein)
contig148565	inflammatory response	stress response	P	Tumor protein p73 (p53-like transcription factor) (p53-related protein)
contig148565	"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator"	stress response	P	Tumor protein p73 (p53-like transcription factor) (p53-related protein)
contig148565	mismatch repair	stress response	P	Tumor protein p73 (p53-like transcription factor) (p53-related protein)
contig19800	defense response	stress response	P	Forkhead box protein N1 (Winged-helix transcription factor nude)
contig138224	response to DNA damage stimulus	stress response	P	Fanconi anemia group A protein (Protein FACA)
contig138224	DNA repair	stress response	P	Fanconi anemia group A protein (Protein FACA)
contig16300	platelet activation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig146170	blood coagulation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig26308	platelet activation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig189759_82779_78955_178081	platelet activation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig71644	platelet activation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig75968	blood coagulation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig152810	blood coagulation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig154027	blood coagulation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig65771	platelet activation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig146170	platelet activation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig212619	blood coagulation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig16300	blood coagulation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig26308	blood coagulation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig154027	platelet activation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig152810	platelet activation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig170415	blood coagulation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig75968	platelet activation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig71644	blood coagulation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig205444	blood coagulation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig65771	blood coagulation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig170415	platelet activation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig205444	platelet activation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig212619	platelet activation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig189759_82779_78955_178081	blood coagulation	stress response	P	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)
contig152612	blood coagulation	stress response	P	Coagulation factor VIII (Procoagulant component)
contig152612	platelet activation	stress response	P	Coagulation factor VIII (Procoagulant component)
contig152612	acute-phase response	stress response	P	Coagulation factor VIII (Procoagulant component)
contig169596	response to endoplasmic reticulum stress	stress response	P	Protein disulfide-isomerase like 2-1 (AtPDIL2-1) (EC 5.3.4.1) (P5) (Protein MATERNAL EFFECT EMBRYO ARREST 30) (Protein UNFERTILIZED EMBRYO SAC 5) (Protein disulfide isomerase 11) (AtPDI11) (Protein disulfide-isomerase A6) (Protein disulfide-isomerase like 4-1) (AtPDIL4-1)
contig115941_181836	DNA repair	stress response	P	Calcium-binding protein CML19 (Calmodulin-like protein 19) (Centrin 2) (AtCEN2)
contig72703	response to interferon-gamma	stress response	P	"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial (EC 1.14.13.13) (25-OHD-1 alpha-hydroxylase) (25-hydroxyvitamin D(3) 1-alpha-hydroxylase) (VD3 1A hydroxylase) (Calcidiol 1-monooxygenase) (Cytochrome P450 subfamily XXVIIB polypeptide 1) (Cytochrome P450C1 alpha) (Cytochrome P450VD1-alpha) (Cytochrome p450 27B1)"
contig113998_146736	JNK cascade	stress response	P	Focal adhesion kinase 1 (FADK 1) (EC 2.7.10.2) (Focal adhesion kinase-related nonkinase) (FRNK) (Protein-tyrosine kinase 2) (p125FAK) (pp125FAK)
contig159279_157271_75557	response to oxidative stress	stress response	P	Multidrug resistance-associated protein 1 (ATP-binding cassette sub-family C member 1) (Leukotriene C(4) transporter) (LTC4 transporter)
contig114199	response to oxidative stress	stress response	P	Multidrug resistance-associated protein 1 (ATP-binding cassette sub-family C member 1) (Leukotriene C(4) transporter) (LTC4 transporter)
contig152747	inflammatory response to antigenic stimulus	stress response	P	Neurogenic locus notch homolog protein 2 (Notch 2) (Motch B) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]
contig152747	wound healing	stress response	P	Neurogenic locus notch homolog protein 2 (Notch 2) (Motch B) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]
contig109658	defense response to bacterium	stress response	P	Annexin A3 (35-alpha calcimedin) (Annexin III) (Annexin-3) (Lipocortin III) (Placental anticoagulant protein III) (PAP-III)
contig108686	regulation of inflammatory response	stress response	P	Monoglyceride lipase (MGL) (EC 3.1.1.23) (Monoacylglycerol lipase) (MAGL)
contig154665	response to DNA damage stimulus	stress response	P	Endonuclease III-like protein 1 (EC 4.2.99.18)
contig154665	"nucleotide-excision repair, DNA incision, 5'-to lesion"	stress response	P	Endonuclease III-like protein 1 (EC 4.2.99.18)
contig154665	base-excision repair	stress response	P	Endonuclease III-like protein 1 (EC 4.2.99.18)
contig154665	DNA repair	stress response	P	Endonuclease III-like protein 1 (EC 4.2.99.18)
contig203481_21015_112804_54233_114158	positive regulation of JNK cascade	stress response	P	Axin-1 (Axis inhibition protein 1)
contig203481_21015_112804_54233_114158	activation of JUN kinase activity	stress response	P	Axin-1 (Axis inhibition protein 1)
contig69187	cellular response to oxidative stress	stress response	P	Uncharacterized protein C947.09 (EC 3.2.-.-)
contig103056	"positive regulation of DNA damage response, signal transduction by p53 class mediator"	stress response	P	Eukaryotic translation elongation factor 1 epsilon-1 (Aminoacyl tRNA synthetase complex-interacting multifunctional protein 3) (Elongation factor p18) (Multisynthase complex auxiliary component p18)
contig82488	DNA repair	stress response	P	DNA repair protein XRCC3 (X-ray repair cross-complementing protein 3)
contig82488	response to DNA damage stimulus	stress response	P	DNA repair protein XRCC3 (X-ray repair cross-complementing protein 3)
contig173642	response to oxidative stress	stress response	P	Regulator of G-protein signaling 14 (RGS14)
contig173642	regulation of transcription in response to stress	stress response	P	Regulator of G-protein signaling 14 (RGS14)
contig16340_137404_71412_180832_151959	plasma membrane repair	stress response	P	Synaptotagmin-7 (IPCA-7) (Prostate cancer-associated protein 7) (Synaptotagmin VII) (SytVII)
contig152361_110931_79336	plasma membrane repair	stress response	P	Synaptotagmin-7 (IPCA-7) (Prostate cancer-associated protein 7) (Synaptotagmin VII) (SytVII)
